,CARDIO-VASCULAR_DISORDER_EVENT,DEATH_EVENT,HYPERGLYCEMIA_EVENT,HYPOGLYCEMIA_EVENT,INFECTION_EVENT,KIDNEY_COMPLICATION_EVENT,SEVERE_HYPERGLYCEMIA_EVENT,SEVERE_HYPOGLYCEMIA_EVENT
INFECTION_EVENT__max__missing,-0.0023071712,0.012846694,-0.009974594,0.00071692123,0.006388785,-0.0040175235,-0.021502754,0.007769612
INFECTION_WBC_MEASURE__max__missing,0.002539556,0.0141492495,-0.016328748,0.040407058,0.006589283,-0.011149099,-0.017228395,0.014826672
KETONES_SERUM_MEASURE__max__missing,-0.0155026885,0.0019318614,-0.01515003,0.01311374,0.0014390381,-0.012658994,-0.010395555,-0.004326166
KETONES_URINE_MEASURE__max__missing,0.023949664,0.007498224,0.022986444,0.008834148,-0.004401694,0.010944414,-0.0036334544,-0.0264766
KIDNEY_COMPLICATION_EVENT__max__missing,-0.028332273,0.006805678,0.005743519,-0.021589512,0.028215015,-0.039516192,0.004916309,-0.03270561
KIDNEY_COMPLICATION_OBS__max__missing,0.013302059,0.008369286,0.0040508066,-0.012587228,0.020596607,-0.021720001,-0.010260998,0.01324107
METFORMIN_HOME_BITZUA__max__missing,0.015424927,-0.008678112,-0.016491242,-0.01461931,0.017593931,-0.0013375139,-0.0007392908,0.00034133345
METFORMIN_HOSPITAL_BITZUA__max__missing,0.013185476,0.020606041,0.024674645,0.008509015,0.012805728,0.029972507,0.023051148,0.016624784
NEUTROPHILS_MEASURE__max__missing,0.0030977398,0.016966889,-0.011653708,-0.009459284,-0.008253747,-0.012041165,-0.003172958,-0.01706164
PH_MEASURE__max__missing,0.0013349886,0.020677695,-0.0056091687,0.029328058,0.017466448,-0.022291025,0.024399454,0.06111987
PLT_MEASURE__max__missing,-0.0014946569,0.016936872,0.009933429,0.008219334,0.01751848,-0.014987,0.014397587,0.0021943403
POTASSIUM_MEASURE__max__missing,0.011708509,-0.005838306,-0.012586049,-0.019762998,0.003284369,0.006847601,-0.010656901,-0.019934086
SEVERE_HYPERGLYCEMIA_EVENT__max__missing,-0.0062161433,-0.012752948,0.0027524224,-0.014209978,-0.004665364,0.005772727,-0.00014637697,-0.03649821
SEVERE_HYPOGLYCEMIA_EVENT__max__missing,-0.020333866,-0.024740377,-0.021852596,0.021198424,-0.014634232,-0.008398814,0.0007393309,0.0049733073
SGLT2_HOME_BITZUA__max__missing,0.013826824,0.029067319,-0.019724341,0.017695129,-0.007820798,-0.023235269,0.010634153,-0.019880513
SGLT2_HOSPITAL_BITZUA__max__missing,-0.0046819653,0.019837672,0.002718282,0.043062516,0.026562404,0.016139757,-0.025540832,0.0015622661
SODIUM_MEASURE__max__missing,0.016459333,0.014339398,-0.0020654812,0.031009154,-0.0060523795,0.022499606,0.009421136,0.009888044
STEROIDS_IV_BITZUA__max__missing,0.015187059,-0.03662353,-0.0033505438,-0.009306873,0.02157167,0.028372806,-0.0066648596,0.022156736
STEROIDS_PO_BITZUA__max__missing,0.02393125,0.011737361,0.006365735,-0.011493131,-0.0069872015,-0.0018112038,0.0038342602,-0.03424918
TROPONIN_MEASURE__max__missing,-0.0136421155,0.0021966908,-0.015874363,-0.007606438,0.024679225,0.020557811,0.0072821947,-0.004647894
UREA_MEASURE__max__missing,0.005136891,0.008413836,-0.006113361,-0.012906166,-0.030847447,0.010306018,-0.008348625,-0.011951721
URINE_CULTURE__max__missing,-0.001433522,0.00062816386,-0.025272476,0.0009807525,-0.018538164,0.0029012389,0.012619904,0.010173139
WEIGHT_MEASURE__max__missing,0.010196873,0.008971003,-0.020527994,-0.020947019,-0.0044324687,0.018665064,0.013453994,-0.00059935235
ALANINE-AMINOTRANSFERASE_MEASURE__first__missing,0.009576038,0.0081964675,0.0032232269,-0.03195605,-0.0073756995,0.00017998228,0.0013904922,-0.0017984482
ALBUMIN_SERUM_MEASURE__first__missing,-0.014741234,-0.014661651,0.0014989509,-0.0084780045,-0.010731958,0.00085297454,-0.0055038133,0.019812938
ANTIBIOTIC_IV_BITZUA__first__missing,-0.0022331364,0.016542386,-0.0006944814,0.0309013,-0.0074460837,0.016004838,0.015804775,-0.016888054
ANTIBIOTIC_PO_BITZUA__first__missing,0.0029348396,0.007576058,-0.0058558206,0.006459985,-0.009646474,0.011942173,-0.018189322,-0.0063669514
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__first__missing,-0.003158817,-0.0020948309,0.01064231,-0.030833378,-0.015587593,-0.029897507,0.009856222,-0.027384099
ASPARATE-AMINOTRANSFERASE_MEASURE__first__missing,0.027593534,-0.018774923,-0.013382302,0.008383744,-0.030472478,-0.012245627,0.008621525,0.023570329
BASAL_DOSAGE__first__missing,0.013033427,0.0122391,-0.04087401,-0.046098426,0.001848883,-0.020066695,-0.042144746,-0.05241255
BASAL_HOME_BITZUA__first__missing,0.013536708,0.016115842,0.006618283,-0.03030112,0.02384541,0.023020592,-0.01384582,0.003873314
BASE_GLUCOSE_MEASURE__first__missing,0.006151629,-0.00531776,0.01706191,-0.025500385,0.008879885,-0.00017116335,0.0010915241,0.00795347
BICARBONATE_MEASURE__first__missing,0.014874046,-0.0038002627,-0.028521094,-0.022894626,-0.008488049,-0.009953196,0.014375753,-0.039639756
BLOOD_CULTURE__first__missing,0.00715267,0.01208772,-0.017953543,-0.018540997,0.020243332,0.027620705,-0.0024391245,-0.00836586
BLOOD_PRESSURE_DIASTOLIC_MEASURE__first__missing,0.017222783,-0.022134854,-0.02657579,0.014072854,0.013170043,-0.011679343,0.0020938106,0.015511572
BLOOD_PRESSURE_SYSTOLIC_MEASURE__first__missing,0.01492618,0.018014703,0.006207744,-0.010389701,-0.010795246,0.016492516,0.0024222918,-0.0097672045
BMI_MEASURE__first__missing,-0.005915563,0.011194013,-0.009839139,0.026850788,0.0024156023,-0.013142453,-0.024043906,0.036333963
BODY_TEMPERATURE_MEASURE__first__missing,-0.00022900943,0.023094187,0.006709602,-0.01876915,0.008084187,-0.011479384,0.007823932,-0.009948961
BOLUS_DOSAGE__first__missing,-0.00047927935,0.0046453183,0.013914333,-0.0071689785,-0.015108426,0.016161952,-0.0037401465,-0.032141116
CALCIUM-GLUCONATE_BITZUA__first__missing,-0.0029973707,-0.014974387,0.005153878,-0.010837105,-0.0100341905,-0.016144287,-0.0075476165,-0.02535079
CARDIO-VASCULAR_DISORDER_EVENT__first__missing,-0.04005617,-0.007610917,-0.015982313,-0.015708838,-0.020224668,-0.028763903,0.0032298963,0.022404242
CARDIOVASCULAR_DISORDER_OBS__first__missing,0.010214637,0.018909667,-0.034248106,-0.061623305,-0.00033004483,0.019313024,-0.01793091,-0.024680924
CHEST_XRAY__first__missing,-0.016276814,-0.008986984,0.007982874,0.015999531,-0.0102606425,-0.0010787824,-0.00476284,0.0017332857
CREATINE-KINASE_MEASURE__first__missing,0.018417984,-0.016204508,0.016814658,-0.0148758795,0.020784786,-0.00819905,0.023484008,-0.005653255
CREATININE_SERUM_MEASURE__first__missing,-0.013276176,0.014231235,-0.0033761875,0.0139363585,0.0353732,-0.01669858,-0.008784721,-0.02216595
DEXTROSE_BITZUA__first__missing,-0.0013132826,0.011111973,0.0072137173,0.010469285,-0.006835289,0.014410794,-0.016827146,-0.013494406
DIABETES_DIAGNOSIS__first__missing,0.005941218,-0.0027741618,0.0046909954,-0.013780776,0.019829284,0.016564997,-0.017435128,0.007956145
DIALYSIS__first__missing,0.013825901,-0.0137729095,0.0100734895,-0.0015189324,-0.0351887,-0.03048977,-0.0014109033,-0.026498135
E-GFR_MEASURE__first__missing,-0.021068368,-0.051462483,0.0081152525,-0.006491016,0.018746607,0.0078216605,-0.0020675343,0.013652055
EGFR_MEASURE__first__missing,-0.00070832064,0.010317811,-0.024994314,-0.0026413775,0.028098587,0.00034249615,0.015160452,-0.010765119
GLUCOSE_MEASURE__first__missing,-0.007866263,0.028767819,-0.0007760091,-0.014170822,0.01942554,0.0047497246,0.006936043,-0.014828647
HEART_RATE_MEASURE__first__missing,-0.005952056,0.0055086045,-0.014359131,-0.016807647,-0.015525935,0.009386751,0.02203953,-0.017595723
HEMATOCRIT_MEASURE__first__missing,0.00037093298,0.011084375,-0.02494207,0.03181653,-0.04039672,-0.0072088065,-0.014872446,-0.007025729
HEMOGLOBIN_MEASURE__first__missing,0.010384649,-0.015215155,-0.031821214,-0.030975971,-0.0027170815,0.0038234566,0.0032054614,-0.043916035
HEPARIN_IV_BITZUA__first__missing,0.031240012,0.0007630627,0.018803235,0.0046335743,-0.011116754,0.015613095,-0.005942237,0.016248703
HYPERGLYCEMIA_EVENT__first__missing,0.01935955,0.006894053,-0.018129032,-0.0027025205,-0.02331506,-0.028046302,0.0009525891,-0.015764838
HYPERTONIC_SALINE_BITZUA__first__missing,0.022331458,-2.16572e-05,0.011838454,0.0038345305,-0.0063653276,-0.0027144388,-0.008043827,0.020677455
HYPOGLYCEMIA_EVENT__first__missing,-0.0028124382,-0.010645119,-0.0012404867,-0.008142198,0.042274345,0.01654988,0.00012746175,-0.038698588
INFECTION_EVENT__first__missing,-0.018078577,-0.005875266,-0.010832816,-0.007192019,0.03026563,0.008214772,-0.01568958,0.004294398
INFECTION_WBC_MEASURE__first__missing,0.020050125,0.02623817,-0.022927115,0.012878719,-0.016847553,-0.0084925005,-0.017376559,0.00026856002
KETONES_SERUM_MEASURE__first__missing,-0.004789287,0.009740968,-0.014604172,-0.006360999,0.027394768,-0.0054679103,-0.0036398703,-0.029244246
KETONES_URINE_MEASURE__first__missing,0.0046775197,0.0015277206,-0.0053019263,0.011821209,-0.002707122,0.011495368,0.019670228,-0.032368798
KIDNEY_COMPLICATION_EVENT__first__missing,0.0008061432,0.007264294,0.020367796,-0.03212041,-0.010756898,-0.051520485,-0.025352852,-0.033180803
KIDNEY_COMPLICATION_OBS__first__missing,0.014497778,0.017141728,-0.022449724,0.029978069,-0.014963634,-0.036594074,0.029415859,0.009723762
METFORMIN_HOME_BITZUA__first__missing,0.02504248,-0.001979396,0.0033262745,0.00090215,-0.010757216,0.02150655,0.00032000092,-0.02977555
METFORMIN_HOSPITAL_BITZUA__first__missing,-0.02142311,0.029326808,0.023272848,0.020803377,-0.012265927,0.019687193,-0.018253447,0.03056486
NEUTROPHILS_MEASURE__first__missing,0.0065107024,-0.01855819,0.024513705,-0.011203314,-0.0065443465,0.00086740276,0.0021521423,-0.017797355
PH_MEASURE__first__missing,0.005549282,0.011575402,0.016894564,0.035381123,-0.013366011,-0.009805841,0.010338874,0.04317514
PLT_MEASURE__first__missing,0.032984164,-0.013003574,-0.011909143,-0.0075413045,0.010410967,-0.00804448,0.008639107,0.019743985
POTASSIUM_MEASURE__first__missing,-0.015403928,0.02130131,0.0031354746,0.0007858381,0.0031027745,0.00021919848,-0.02193825,-0.017087098
SEVERE_HYPERGLYCEMIA_EVENT__first__missing,-0.014980079,0.0075471667,-0.0039930753,-0.029768143,0.020063456,0.023673745,-0.035199888,-0.010201248
SEVERE_HYPOGLYCEMIA_EVENT__first__missing,0.009599226,-0.006546819,-0.0029811107,0.013124061,-0.019180063,0.01887757,0.009116293,0.013802231
SGLT2_HOME_BITZUA__first__missing,0.015084094,0.037650637,0.01867655,0.014736395,0.022130704,-0.022203384,-0.0088614635,-0.010556326
SGLT2_HOSPITAL_BITZUA__first__missing,0.00085183274,0.0197134,-0.0032213347,0.0015876975,0.01764781,-0.010566329,0.0015107485,0.03400293
SODIUM_MEASURE__first__missing,0.0092320265,-0.01617715,0.013362159,0.019594882,0.015669037,0.017693158,-0.016639268,0.017071528
STEROIDS_IV_BITZUA__first__missing,0.020882282,-0.02017034,-0.020056894,0.010430924,-0.027410872,0.004109697,0.020406274,0.029409952
STEROIDS_PO_BITZUA__first__missing,-0.015499735,0.017020922,0.012736565,-0.013556043,0.019154834,0.0015818474,0.010467116,-0.022043597
TROPONIN_MEASURE__first__missing,-0.0080406815,-0.0055064303,-0.014162726,0.013243274,0.026487244,-0.016584802,-0.007869258,-0.017950917
UREA_MEASURE__first__missing,-0.008072979,0.00012760663,-0.0055487584,-0.004536459,-0.017417995,0.0010884493,0.010384423,-0.005115175
URINE_CULTURE__first__missing,0.00013257065,0.0040141433,-0.011374287,0.0020102623,-0.0051006256,0.008315076,0.020106351,-0.026597353
WEIGHT_MEASURE__first__missing,-0.013110702,0.026507214,-0.012799886,-0.022834243,-0.015596962,0.0028686065,0.0017897865,-0.014010741
ALANINE-AMINOTRANSFERASE_MEASURE__last__missing,-0.0080343,0.0022608638,-0.022615734,-0.024366053,-0.0069838944,-0.0044073462,0.014494957,-0.0003038793
ALBUMIN_SERUM_MEASURE__last__missing,0.027315367,-0.0109908795,0.018363122,0.016976189,-0.02410798,0.009631877,0.0076386733,-0.0061405823
ANTIBIOTIC_IV_BITZUA__last__missing,-0.0058964426,-0.016071953,-0.012719058,-0.009902602,0.00095381454,0.01552978,-0.020844407,-0.0015563306
ANTIBIOTIC_PO_BITZUA__last__missing,0.013167733,-0.0094151525,0.01655953,-0.0052040685,0.022968378,0.008579503,-0.008628236,0.017732423
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__last__missing,-0.015589782,-0.0015099375,-0.0071208817,-0.048561066,-0.018965447,0.0053933393,0.020134695,-0.019190505
ASPARATE-AMINOTRANSFERASE_MEASURE__last__missing,0.012670554,-0.014448383,-0.021527193,0.040349875,-0.022061357,-0.0051856497,-0.0123015605,0.03083788
BASAL_DOSAGE__last__missing,-0.03402372,-0.0287904,-0.029856905,-0.050487004,-0.013200047,-0.01713336,0.0063569797,-0.012402024
BASAL_HOME_BITZUA__last__missing,0.016900253,-0.026263049,-0.009079205,-0.007959064,0.0013995742,-0.023144538,0.008437194,0.006274491
BASE_GLUCOSE_MEASURE__last__missing,0.028317181,0.020338073,0.010132578,-0.020376055,-0.009380947,0.0005245129,-0.008121434,0.007454937
BICARBONATE_MEASURE__last__missing,0.002430744,-0.019814251,-0.0067918585,-0.03175161,-0.0025002083,-0.012307537,-0.020168101,-0.043421123
BLOOD_CULTURE__last__missing,-0.013714392,-0.01017915,-0.012256927,-0.0123678325,0.0019732476,0.0003847273,-0.011231268,-0.02751008
BLOOD_PRESSURE_DIASTOLIC_MEASURE__last__missing,0.0051534167,0.01710009,-0.01272148,-0.0053974674,-0.009702281,-0.009203788,-0.009760713,-0.0116921505
BLOOD_PRESSURE_SYSTOLIC_MEASURE__last__missing,-0.0069059827,0.008279248,0.016260276,-0.010368727,-0.017971326,0.027254222,0.0024631363,0.004002069
BMI_MEASURE__last__missing,0.009770433,-0.013534115,-0.0018346491,0.029209467,0.03364623,0.026024852,-0.0036901708,0.019337775
BODY_TEMPERATURE_MEASURE__last__missing,0.010440943,-0.011568918,-0.0015233454,0.011374335,-0.00867056,0.022491457,0.0071241516,0.009299866
BOLUS_DOSAGE__last__missing,-0.007825366,-0.004126025,0.011512828,0.0009258563,0.0061109103,-0.024813008,0.022523224,0.00286591
CALCIUM-GLUCONATE_BITZUA__last__missing,-0.0196269,-0.0059277522,-0.01548347,-0.021789847,0.00082672306,0.018681183,-0.0001417121,0.01861282
CARDIO-VASCULAR_DISORDER_EVENT__last__missing,-0.076388374,-0.0074283183,-0.0013169041,0.004769488,-0.024969086,0.008721439,-0.015686968,0.0056665647
CARDIOVASCULAR_DISORDER_OBS__last__missing,0.0012794589,-0.009531823,0.006065621,-0.024404194,0.015287869,-0.016919473,-0.015632143,-0.046981763
CHEST_XRAY__last__missing,-0.053959534,-0.042463504,0.014215122,0.033046294,-0.024665466,-0.037620433,-0.018426726,0.013145073
CREATINE-KINASE_MEASURE__last__missing,0.024492776,-0.007958145,-0.0034856906,-0.015635492,0.012725845,-0.005957346,-0.017906142,0.01327678
CREATININE_SERUM_MEASURE__last__missing,-0.006947624,-0.006810145,0.026031313,-0.0074503915,0.024022082,0.010092581,-0.006976705,0.01174375
DEXTROSE_BITZUA__last__missing,0.00069063087,-0.013644536,0.0013684909,0.0033782134,-0.03326342,0.014237281,-0.029688345,0.0074885665
DIABETES_DIAGNOSIS__last__missing,-0.0060142432,0.021145971,0.0016169583,-0.026505532,0.0162213,0.043978296,0.0040089064,-0.018816125
DIALYSIS__last__missing,-0.004336573,-0.032190196,0.019138739,-0.005818677,-0.046537463,-0.031710695,-0.00064514123,-0.02416062
E-GFR_MEASURE__last__missing,-0.024285791,-0.0146330325,0.023009611,-0.014497329,0.04904562,-0.028555997,0.033391967,0.011767926
EGFR_MEASURE__last__missing,0.014496699,0.0054875296,-0.0015211334,0.0145842545,0.036303975,-0.0052189827,0.01608579,-0.024369555
GLUCOSE_MEASURE__last__missing,-0.013573547,0.0022694266,0.0063210516,0.01560354,-0.007350701,0.008938588,-0.0010877389,0.0047299843
HEART_RATE_MEASURE__last__missing,0.010458124,-0.0052750506,0.011167118,0.005394551,-0.01554418,0.021433024,-0.021727564,0.017791083
HEMATOCRIT_MEASURE__last__missing,0.021872519,0.029449988,0.0029524013,-0.0035320052,-0.0035929037,0.011531558,-0.0073901825,0.018741447
HEMOGLOBIN_MEASURE__last__missing,-0.020146579,-0.038992118,-0.0013550227,-0.0019305636,-0.012709973,0.008201416,0.020159569,-0.028731557
HEPARIN_IV_BITZUA__last__missing,-0.010169776,-0.0068266285,-0.019535273,-0.013582601,0.015757808,-0.002467482,0.017684354,0.0048972946
HYPERGLYCEMIA_EVENT__last__missing,0.017129151,-0.024931584,-0.026195176,0.0077202935,-0.018770393,0.014074045,-0.038259972,-0.027467301
HYPERTONIC_SALINE_BITZUA__last__missing,-0.011340355,-0.009372031,-0.021358924,-0.020144243,-0.017497722,-0.017360218,-0.02997568,0.0042056767
HYPOGLYCEMIA_EVENT__last__missing,0.019219873,0.02298993,0.0018712688,-0.033221707,0.027152127,-0.014884169,0.010294455,-0.015296614
INFECTION_EVENT__last__missing,-0.011269091,-0.001730079,-0.020676093,-0.011063116,-0.013254773,-0.00088135415,0.0239196,-0.007709178
INFECTION_WBC_MEASURE__last__missing,-0.011905848,0.00085161306,-0.012226311,0.010827566,-0.017496757,-0.009022398,-0.006337215,-0.018372197
KETONES_SERUM_MEASURE__last__missing,0.012629995,0.0014698191,-0.0012135943,0.011129711,0.0072136405,-0.009149866,0.010584318,0.01808825
KETONES_URINE_MEASURE__last__missing,-0.004593001,-0.0167376,-0.01994156,-0.011499093,-0.021283142,-0.014983073,-0.018970545,0.004332309
KIDNEY_COMPLICATION_EVENT__last__missing,-0.02110846,-0.012776081,-0.013577941,-0.026920142,0.02562258,-0.059270333,0.008335097,-0.019067299
KIDNEY_COMPLICATION_OBS__last__missing,-9.94148e-05,-0.0124760615,0.008695536,0.01851582,0.01897379,-0.046377584,0.01677879,0.040111512
METFORMIN_HOME_BITZUA__last__missing,0.03551304,0.0050160065,0.0055879075,-0.01610472,0.02820521,-0.00650097,-0.0066939984,-0.0022768027
METFORMIN_HOSPITAL_BITZUA__last__missing,-0.008298222,0.00988969,0.0023133324,-0.0006931254,0.03160903,0.0070192073,0.013481934,0.009750823
NEUTROPHILS_MEASURE__last__missing,0.0055522774,0.015892226,-0.006404417,0.012334151,0.009465025,-0.019412203,-0.02158074,0.012240923
PH_MEASURE__last__missing,0.031708185,-0.02056707,0.012384224,0.029073691,-0.01656876,-1.9234483e-06,-0.018686287,0.055989403
PLT_MEASURE__last__missing,0.0013048387,-0.0015013427,-0.0136136925,0.014820771,0.0021388393,-0.007345106,0.002981401,0.024624148
POTASSIUM_MEASURE__last__missing,-0.024665648,-0.015693013,-0.013847382,-0.011991388,0.0022058783,-0.014276519,-0.011774889,0.0043497807
SEVERE_HYPERGLYCEMIA_EVENT__last__missing,0.009387877,0.009615605,-0.013903146,-0.003541084,-0.010019325,0.011914353,-0.013141971,-0.021456765
SEVERE_HYPOGLYCEMIA_EVENT__last__missing,-0.01439647,-0.012994923,-0.015176048,-0.02441538,-0.027194679,-0.003957114,-0.007273962,-0.015467556
SGLT2_HOME_BITZUA__last__missing,-0.0241403,0.039346028,-0.00544264,-0.015552783,-0.010024469,0.013374127,0.007406399,0.02942848
SGLT2_HOSPITAL_BITZUA__last__missing,0.009150992,0.004544175,0.018416967,0.027902575,-0.011253203,0.010794483,0.012311537,0.0035790224
SODIUM_MEASURE__last__missing,-0.015995344,-0.011301062,9.112643e-05,0.008153935,-0.0068671317,-0.0066467226,-0.020969471,-0.0041849934
STEROIDS_IV_BITZUA__last__missing,0.022647377,0.0123523595,-0.0038611086,-0.016196031,-0.009171731,-0.012982882,-0.007843665,-0.009940646
STEROIDS_PO_BITZUA__last__missing,-0.019339645,0.0038191106,0.0010411787,-0.005751458,-0.0053173914,-0.0033484374,0.0020028981,0.005601234
TROPONIN_MEASURE__last__missing,0.0021174222,0.011110877,-0.009876379,-0.006509024,0.01841845,-0.015939977,-0.003749412,0.016881457
UREA_MEASURE__last__missing,0.008540986,-0.00975668,-0.03688038,-0.034352798,-0.013934708,0.026857648,-9.637063e-05,-0.01947727
URINE_CULTURE__last__missing,-0.008378106,-0.013239471,-0.01931009,0.010146075,-0.003754786,-0.007961182,-0.0057020197,0.011095798
WEIGHT_MEASURE__last__missing,-0.0065346747,-0.0017486858,-0.009267379,-0.007813229,0.00073078857,-0.02099691,0.012946597,-0.013720855
ALANINE-AMINOTRANSFERASE_MEASURE__p25__missing,0.023444027,0.017825916,0.0023790412,0.0019713235,0.034959562,0.012478579,-0.013142313,-0.018510155
ALBUMIN_SERUM_MEASURE__p25__missing,-0.011085611,-0.018705124,-0.019788181,0.023129446,0.018612226,0.013908641,0.00131616,0.015449752
ANTIBIOTIC_IV_BITZUA__p25__missing,-0.016565163,-0.005121001,-0.018428864,-0.013247051,0.007686469,0.029373966,-0.019264445,0.012165376
ANTIBIOTIC_PO_BITZUA__p25__missing,-0.024539577,0.014970755,0.012549884,0.022550968,0.029676476,-0.022170456,-0.017801205,-0.0072552604
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__p25__missing,-0.0139145525,-0.00855097,0.002677388,-0.020908635,-0.0079385955,-0.016203655,-0.016057657,-0.021944202
ASPARATE-AMINOTRANSFERASE_MEASURE__p25__missing,0.01630515,-0.011155554,0.00014016792,0.002155784,-0.008496177,0.0056532985,-0.014675668,0.010522006
BASAL_DOSAGE__p25__missing,-0.008452621,-0.0153205665,-0.009435757,-0.019879134,0.0171817,0.0020527437,-0.037255663,-0.040467907
BASAL_HOME_BITZUA__p25__missing,0.003940673,-0.021519193,0.026262749,-0.006237462,0.021557547,-0.015514667,-0.0191761,0.0021021585
BASE_GLUCOSE_MEASURE__p25__missing,0.01192329,0.014960158,0.014810501,0.0014265224,-0.01407494,-0.026887683,0.01559432,-0.024150455
BICARBONATE_MEASURE__p25__missing,-0.014048557,0.021212008,-0.001904728,-0.011622859,-0.036348574,-0.029399186,-0.0066394256,-0.029442405
BLOOD_CULTURE__p25__missing,-0.007703928,0.0027357498,0.02082699,-0.030508416,0.03161533,-0.018706856,-0.00965492,0.0042262473
BLOOD_PRESSURE_DIASTOLIC_MEASURE__p25__missing,0.011838991,-0.004111819,0.0071067144,0.006377049,0.021930916,0.008187645,0.006633487,0.0021162017
BLOOD_PRESSURE_SYSTOLIC_MEASURE__p25__missing,0.01695113,0.006201301,-0.022438543,-0.0110410405,0.006912192,0.007736827,0.0106261615,-0.012893149
BMI_MEASURE__p25__missing,-0.005220795,-0.026334176,0.023595935,0.004260709,0.045329284,0.009335508,0.019476501,0.015865779
BODY_TEMPERATURE_MEASURE__p25__missing,0.0010077984,0.021045106,0.0042977966,-0.030720992,-0.011659712,-0.002898467,-0.0006004532,-0.011362667
BOLUS_DOSAGE__p25__missing,0.021242674,-0.007703547,-0.013139224,-0.033796787,0.017489444,0.0031787027,-0.01120184,-0.019830782
CALCIUM-GLUCONATE_BITZUA__p25__missing,-0.016061999,0.019999573,-0.01121504,0.0046372567,-0.011185098,0.01025895,0.016178088,0.011369849
CARDIO-VASCULAR_DISORDER_EVENT__p25__missing,-0.058487345,0.0062938277,-0.01664429,-4.0305524e-05,0.021662828,0.015685342,-0.0089007,0.0011059496
CARDIOVASCULAR_DISORDER_OBS__p25__missing,-0.016831443,-0.02382247,0.007261623,-0.02593555,-0.007702238,-0.0019086692,-0.0032025096,-0.056561574
CHEST_XRAY__p25__missing,-0.013755641,-0.02327468,0.01802676,-0.0027997743,-0.0069345273,-0.005422867,0.029375525,-0.006454585
CREATINE-KINASE_MEASURE__p25__missing,-0.0026804586,-0.002578209,-0.004898792,0.021209804,0.034232132,-0.04470521,-0.007946043,-0.020901997
CREATININE_SERUM_MEASURE__p25__missing,0.022582285,0.0071376734,0.025859969,0.005192244,0.0045662657,0.020749148,-0.03084409,-0.022922546
DEXTROSE_BITZUA__p25__missing,0.017658476,0.025604254,0.012904505,0.018589383,-0.026624158,-0.0015841466,0.014844578,0.006423492
DIABETES_DIAGNOSIS__p25__missing,0.007557923,-0.006256061,0.018585406,0.0026034312,0.023050956,0.016679918,0.012625002,-0.018374693
DIALYSIS__p25__missing,0.0154413935,0.0024552804,0.0132299,-0.0006128835,-0.005951489,-0.013596134,-0.012592527,4.920399e-05
E-GFR_MEASURE__p25__missing,-0.014959647,-0.02784727,0.024717959,-0.013199423,0.029545434,0.0014629826,0.004044231,0.019055102
EGFR_MEASURE__p25__missing,-0.010929138,0.031607714,0.011124973,-0.014572429,0.037569422,0.0065304623,0.025600413,0.012551479
GLUCOSE_MEASURE__p25__missing,0.01693715,-0.0076017044,0.018960578,0.012429844,0.0002426041,0.010008048,0.0011432149,-0.008722826
HEART_RATE_MEASURE__p25__missing,-0.019563913,0.021235842,0.0057035633,-0.0032571245,0.0020090798,-0.013408592,-0.019164678,-0.01164161
HEMATOCRIT_MEASURE__p25__missing,0.004946077,0.02249111,0.011670124,0.007645259,-0.0015069003,-0.019491462,0.010086665,0.0006957255
HEMOGLOBIN_MEASURE__p25__missing,-0.028666528,-0.03905124,0.003600178,-0.026332354,0.009227934,-0.019558249,-0.017565034,-0.044131473
HEPARIN_IV_BITZUA__p25__missing,-0.007224386,0.0027626543,-0.0039308676,0.020077216,0.012514166,0.018461429,0.016237266,-0.007965783
HYPERGLYCEMIA_EVENT__p25__missing,0.006686991,0.01203293,-0.012727052,-0.033601668,-0.025115851,-0.02615967,-0.01990852,0.015662538
HYPERTONIC_SALINE_BITZUA__p25__missing,-0.0016392142,-0.007379992,-0.010303411,0.021510176,-0.022635309,0.009593587,-0.0010648911,0.0050861556
HYPOGLYCEMIA_EVENT__p25__missing,0.022647468,0.022309463,-0.026508478,-0.020819038,0.022459306,-0.010870628,-0.005896345,-0.029178236
INFECTION_EVENT__p25__missing,0.007759552,-0.008358006,0.02036448,-0.008620802,-0.013110025,0.003444663,-0.0024881577,-0.022193814
INFECTION_WBC_MEASURE__p25__missing,-0.011340947,0.024537453,0.0074507524,-0.002421229,-0.0014200027,-0.016324492,-0.016502723,0.02314023
KETONES_SERUM_MEASURE__p25__missing,0.012018604,-0.01568135,-0.0345219,-0.0028590388,0.008930609,0.024578318,0.020591611,0.017925395
KETONES_URINE_MEASURE__p25__missing,0.027332366,0.0104165105,0.0032132664,0.005338677,-0.0059008393,-0.017712232,-0.011257348,0.0008866945
KIDNEY_COMPLICATION_EVENT__p25__missing,0.00043126795,0.012183901,0.02102279,-0.020057656,0.025587441,-0.054947857,0.0086416025,-0.022607444
KIDNEY_COMPLICATION_OBS__p25__missing,-0.0045640455,0.0059022065,-0.0074923504,0.031678047,-0.028694391,-0.040903106,0.023032283,0.01023827
METFORMIN_HOME_BITZUA__p25__missing,0.032968603,0.022330225,0.007169627,-0.021698447,0.00033174816,0.023548089,-0.028529588,-0.032743476
